Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card
the-brera-trouser,"The Brera Trouser","<p>Cut from Italian linen in a relaxed wide-leg silhouette. Pleated front, side pockets, and a clean hem that sits just at the ankle. The trouser that anchors everything else.</p><p><strong>Fabric:</strong> 100% Italian Linen<br><strong>Care:</strong> Dry clean or cool hand wash. Do not tumble dry.<br><strong>Made in:</strong> Italy</p>","VELA Studio",Tailoring,"new-in, tailoring, resort-26, bestsellers",TRUE,Size,XS,Colour,Bone,VLA-BRT-XS-BN,0,deny,manual,285.00,,TRUE,TRUE,https://images.unsplash.com/photo-1572804013427-4d7ca7268217?w=900&q=80&auto=format&fit=crop,1,The Brera Trouser — Italian Linen in Bone,FALSE
the-brera-trouser,,,,,,,Size,S,Colour,Bone,VLA-BRT-S-BN,0,deny,manual,285.00,,TRUE,TRUE,,,FALSE
the-brera-trouser,,,,,,,Size,M,Colour,Bone,VLA-BRT-M-BN,0,deny,manual,285.00,,TRUE,TRUE,,,FALSE
the-brera-trouser,,,,,,,Size,L,Colour,Bone,VLA-BRT-L-BN,0,deny,manual,285.00,,TRUE,TRUE,,,FALSE
the-brera-trouser,,,,,,,Size,XL,Colour,Bone,VLA-BRT-XL-BN,0,deny,manual,285.00,,TRUE,TRUE,,,FALSE
the-brera-trouser,,,,,,,Size,XS,Colour,Ink,VLA-BRT-XS-INK,0,deny,manual,285.00,,TRUE,TRUE,https://images.unsplash.com/photo-1583744946564-b52ac1c389c8?w=900&q=80&auto=format&fit=crop,2,The Brera Trouser — Italian Linen in Ink,FALSE
the-brera-trouser,,,,,,,Size,S,Colour,Ink,VLA-BRT-S-INK,0,deny,manual,285.00,,TRUE,TRUE,,,FALSE
the-brera-trouser,,,,,,,Size,M,Colour,Ink,VLA-BRT-M-INK,0,deny,manual,285.00,,TRUE,TRUE,,,FALSE
the-brera-trouser,,,,,,,Size,L,Colour,Ink,VLA-BRT-L-INK,0,deny,manual,285.00,,TRUE,TRUE,,,FALSE
the-brera-trouser,,,,,,,Size,XL,Colour,Ink,VLA-BRT-XL-INK,0,deny,manual,285.00,,TRUE,TRUE,,,FALSE
the-linen-camisole,"The Linen Camisole","<p>Belgian linen in a shell tone so quiet it goes with everything. Adjustable straps, a gentle scoop neckline, and a relaxed cut that tucks or wears out. A true wardrobe staple.</p><p><strong>Fabric:</strong> 100% Belgian Linen<br><strong>Care:</strong> Machine wash cool (30°). Tumble dry low.<br><strong>Made in:</strong> Portugal</p>","VELA Studio",Tops,"new-in, tops, resort-26",TRUE,Size,XS,Colour,Shell,VLA-LC-XS-SH,0,deny,manual,165.00,,TRUE,TRUE,https://images.unsplash.com/photo-1581338834647-b0fb40704e21?w=900&q=80&auto=format&fit=crop,1,The Linen Camisole — Belgian Linen in Shell,FALSE
the-linen-camisole,,,,,,,Size,S,Colour,Shell,VLA-LC-S-SH,0,deny,manual,165.00,,TRUE,TRUE,,,FALSE
the-linen-camisole,,,,,,,Size,M,Colour,Shell,VLA-LC-M-SH,0,deny,manual,165.00,,TRUE,TRUE,,,FALSE
the-linen-camisole,,,,,,,Size,L,Colour,Shell,VLA-LC-L-SH,0,deny,manual,165.00,,TRUE,TRUE,,,FALSE
